projects,labels,texts
Arg,negative,stereotype covers namefig
Arg,negative,compartments from top to bottom
Arg,negative,make all the parts match the main fig
Arg,negative,by default  do not show operations nor attributes
Arg,negative,we 're going to change the name immediately  so just use
Arg,negative,see java lang object clone
Arg,negative,actions for toolbar
Arg,negative,todo place comments near connected classes todo place from middle towards outer edges ?  or place largest groups first
Arg,negative,boolean haspackages false todo move package in row to noderow
Arg,negative,initpreinitialize initializesubsystems  new simpletimer  null  argoframe getinstance setvisible  true
Arg,negative,do nothing
Arg,negative,since uml  this must appear before the isaclass clause
Arg,negative,this rectangle marks the operation section all operations are inside it
Arg,negative,nd compartment  so adjust y appropriately
Arg,negative,visibility
Arg,negative,collect the set of model elements that we want to listen to
Arg,negative,see org tigris gef presentation fig translate  int  int
Arg,negative,see java lang object clone
Arg,negative,add figs to the fignode in back to front order
Arg,negative,add the listeners to the newowner
Arg,negative,make port invisible unless mouse enters
Arg,negative,check if any stereotype is defined
Arg,negative,and the stereotypes of its features
Arg,negative,and its features
Arg,negative,update the listeners to match the desired set using the minimal update facility
Arg,negative,modifier
Arg,negative,add
Arg,negative,there are  boxes showing lines the tab and the body
Arg,negative,this populates the stereotypes area
Arg,negative,else nothing changed
Arg,negative,else nothing changed
Arg,negative,on uniprocessors wait until we 're sure the splash screen has been painted so that we are not competing for resources
Arg,negative,we got at least one stereotype
Arg,negative,the user wants to hide them
Arg,negative,modifier
Arg,negative,visibility
Arg,negative,if we have any number of stereotypes displayed  then allow some space for that  only width  height is included in namefig
Arg,negative,take into account the tab is not as wide as the body
Arg,negative,we want at least some of the package body to be displayed
Arg,negative,and now asize has the answer
Arg,negative,save our old boundaries  needed later and get minimum size info asize will be used to maintain a running calculation of our size at various points
Arg,negative,the new size can not be smaller than the minimum
Arg,negative,now sort out the stereotype display if the stereotype is displayed  move the upper boundary of the name compartment up and set new bounds for the name and the stereotype compartments and the stereolineblinder that blanks out the line between the two
Arg,negative, for  pixel overlap
Arg,negative,set bounds of big box
Arg,negative,the figpoly is located at the right edge of the namefig the namefig size is such that it at least fits its text  and the figpoly next to the text making the package bigger  causes the figpoly to stick to the right edge
Arg,negative,now force calculation of the bounds of the figure  update the edges and trigger anyone who is listening to see if the bounds property has changed
Arg,negative,only show the menuitems if they make sense
Arg,negative,save first
Arg,negative,while
Arg,negative,and its stereotypes
Arg,negative,try to create a new class diagram
Arg,negative,if package
Arg,negative,if doubleclicks
Arg,negative,change prefix
Arg,negative,see java awt event actionlistener actionperformed  java awt event actionevent
Arg,negative,add the listeners to the newowner
Arg,negative,and its features
Arg,negative,end class figpackage
Arg,negative,end class stylepanelfigpackage
Arg,negative,in the deploymentdiagram there are no generalizations
Arg,negative,self association is not draggable
Arg,negative,end class stylepanelfiginterface
Arg,negative,no generalizations on deployment diagram
Arg,negative,event handling
Arg,negative,event handling
Arg,negative,add figs to the fignode in back to front order
Arg,negative,set the drop location in the case of d d
Arg,negative,set the drop location in the case of d d
Arg,negative,add the listeners to the newowner
Arg,negative,make port invisible unless mouse enters
Arg,negative,stereotype covers namefig
Arg,negative,compartments from top to bottom
Arg,negative,collect the set of model elements that we want to listen to
Arg,negative,and its features
Arg,negative,and the stereotypes of its features
Arg,negative,and the parameter of its operations
Arg,negative,use super because not fully init 'd
Arg,negative,and now add listeners to them all
Arg,negative,the next line is needed so that we have the right dimension when drawing this fig on the diagram by pressing down the mouse button  even before releasing the mouse button
Arg,negative,stereotype fig covers the name fig
Arg,negative,set the bounds of the figure to the total of the above
Arg,negative,if moved into an package
Arg,negative,testing add a parameter to an operation on an interface does the interface fig adapt its width ?
Arg,negative,set up the property panels for class diagrams
Arg,negative,the figure that holds the text of the note
Arg,negative,do nothing by default
Arg,negative,see java beans vetoablechangelistener vetoablechange  java beans propertychangeevent
Arg,negative,see java beans propertychangelistener propertychange  java beans propertychangeevent
Arg,negative,see java awt event keylistener keypressed  java awt event keyevent
Arg,negative,constants
Arg,negative,get the size of the text field
Arg,negative,update the relative sizes and positions of internel figs
Arg,negative,update any text  colors  fonts  etc
Arg,negative,parse the text that was edited
Arg,negative,resize the text figure
Arg,negative,resize the fignode to accomodate the new text
Arg,negative,not used  do nothing
Arg,negative,not used  do nothing
Arg,negative,resize the big port around the figure
Arg,negative,the text element has no border  so the line color does not matter
Arg,negative,the text is always opaque
Arg,negative,?  line width ?
Arg,negative,see org tigris gef presentation fig getclosestpoint  java awt point
Arg,negative,see org tigris gef graph graphnoderenderer getfignodefor  org tigris gef graph graphmodel  org tigris gef base layer  java lang object  java util map
Arg,negative,see java awt event itemlistener itemstatechanged  java awt event itemevent
Arg,negative,x x y y w w h h
Arg,negative,make a seamless integration of the text in the note figure
Arg,negative,user interaction methods
Arg,negative,accessor methods
Arg,negative,if we have a stereotype displayed  then allow some space for that  width and height
Arg,negative,and add the gaps around the textfield to get the minimum size of the note
Arg,negative,just move the corner to it is new position
Arg,negative,internal methods
Arg,negative,all connected edges
Arg,negative,only adjust the stereotype height if we are not newly created this gets round the problem of loading classes with stereotypes defined  which have the height already including the stereotype
Arg,negative,whatever happened we are no longer newly created  so clear the flag then set the bounds for the rectangle we have defined
Arg,negative,end class stylepanelfigclass
Arg,negative,todo get tip string from comment
Arg,negative,this one is still usable  so let is retain it
Arg,negative,accessors
Arg,negative,see org tigris gef presentation figedge setsourcefignode  org tigris gef presentation fignode
Arg,negative,see org tigris gef presentation fig setfilled  boolean
Arg,negative,although not generally true for gef  for argo we know that the layer is a layerperspective which knows the associated diagram
Arg,negative,accessors
Arg,negative,event handling
Arg,negative,set the drop location in the case of d d
Arg,negative,contructors
Arg,negative,modifiers
Arg,negative,make all the parts match the main fig
Arg,negative,visibility
Arg,negative,stereotype fig covers the name fig
Arg,negative,element will normally be null when called from pgml parser it will get it is source destination set later in attachedges
Arg,negative,unimplemented
Arg,negative,alternatively  we could just return null here  so that you can not create a comment just linked to a comment this way which is a bit uncommon  but not illegal  so for consistency  we better allow it
Arg,negative,return null
Arg,negative,class to display a stereotype declaration figure using classifier box notation p todo this is just a place holder right now  tfm this needs to show tags and constraints
Arg,negative,add
Arg,negative,show
Arg,negative,register for tagdefinitions
Arg,negative,todo constraints
Arg,negative,see javax swing abstractaction isenabled
Arg,negative,set the drop location in the case of d d
Arg,negative,make all the parts match the main fig
Arg,negative,the next line is needed so that we have the right dimension when drawing this fig on the diagram by pressing down the mouse button  even before releasing the mouse button
Arg,negative,if moved into an package
Arg,negative,if default namespace is not already set
Arg,negative,when this is called from pgmlstackparser attachedges  we finished the initialization of owning pseudo element  commentedge
Arg,negative,avoid gef calcdrawingarea bug when nothing in a diagram
Arg,negative,avoid gef calcdrawingarea bug when nothing in a diagram
Arg,negative,no generalizations in deployment diagrams
Arg,negative,the diagram image data
Arg,negative,copy the gif image to the clipboard
Arg,negative,the diagram image data
Arg,negative,hide grid  otherwise ca not see anything
Arg,negative,bigport setfilled  f
Arg,negative,background color
Arg,negative, pixel padding after compartment
Arg,negative,set up hide all show all
Arg,negative,perform the action
Arg,negative,only the bigport may be filled
Arg,negative,? line width ?
Arg,negative,see parent
Arg,negative,? line width ?
Arg,negative,we remove all of them
Arg,negative,see org tigris gef undo undoableaction isenabled
Arg,negative,set the tooltip string
Arg,negative,set the tooltip string
Arg,negative,? line width ?
Arg,negative,but its position may have been changed
Arg,negative,bounds not relevant here  but i am perfectionist
Arg,negative,we need to set a new notationprovider  since the notation language may have been changed
Arg,negative,add it again  but now in the right sequence
Arg,negative,now put the text in we must handle the case where the text is null
Arg,negative,find the compartment fig for this umlobject
Arg,negative,override superclass to do nothing fill property cannot be changed
Arg,negative,override superclass to do nothing line width cannot be changed
Arg,negative,override superclass to do nothing line width property cannot be changed
Arg,negative,aggregation
Arg,negative,end class actionsrcmultonetomany
Arg,negative,todo set font ?
Arg,negative,to circumvent too many registered listeners
Arg,negative,this shortcut was already been assigned to another action let is pop up a message for the user
Arg,negative,static variables
Arg,negative,constructors
Arg,negative,see javax swing event documentlistener removeupdate  javax swing event documentevent
Arg,negative,see javax swing event documentlistener changedupdate  javax swing event documentevent
Arg,negative,see org tigris gef presentation fig hit  java awt rectangle
Arg,negative,set the tooltip string
Arg,negative,ending editing
Arg,negative,used by pgml tee
Arg,negative,actually return the figedge that the figedgeport is part of
Arg,negative,throw new illegalargumentexception
Arg,negative,do nothing
Arg,negative,see java awt event actionlistener actionperformed  java awt event actionevent
Arg,negative,see javax swing event documentlistener insertupdate  javax swing event documentevent
Arg,negative,do nothing
Arg,negative,do nothing
Arg,negative,updating the actions
Arg,negative,main methods
Arg,negative,here the actions to divide a region
Arg,negative,the st region has an invisible divider line  the box is always invisible
Arg,negative,throw out any previous elements that were enclosed but are not a concurrent region let is move them onto the first region
Arg,negative,linewidth ?
Arg,negative,the divider line should be visible  so no need to change its color
Arg,negative,make the composite state  region higher
Arg,negative,look for the dashed edge
Arg,negative,we have the dashed edge now find the opposite fignode
Arg,negative,prevent triggering too many events by setname
Arg,negative,not ? ? ?
Arg,negative,do nothing
Arg,negative,do nothing
Arg,negative,consume to stop other modes from trying to take over
Arg,negative,marker interface only
Arg,negative,see org tigris gef presentation fig removefromdiagram
Arg,negative,see org tigris gef presentation fig setboundsimpl  int  int  int  int
Arg,negative,ca not do anything if we do not have a fig
Arg,negative, pixel padding after compartment
Arg,negative,or vice versa ?
Arg,negative,provide feedback to the user that their name was not accepted
Arg,negative,do not show border line  make transparent
Arg,negative,cleanup of unused figtext is
Arg,negative,todo this does not do anything special with keywords they should probably go first
Arg,negative,there is one fig more in the group than  stereotypes keyword
Arg,negative,the keyword fig already exists
Arg,negative,bounds not relevant here
Arg,negative,bounds not relevant here
Arg,negative,the stereotype fig already exists
Arg,negative,remove all stereotypes that have a graphical icon
Arg,negative,todo check
Arg,negative,set new bounds for all included figs
Arg,negative,stylepanelfigclass relies on getpaneltarget to return a figcompartmentbox
Arg,negative,get class box  because we will set it is bounding box
Arg,negative,get class box  because we will set it is bounding box in text field
Arg,negative,set the tooltip string
Arg,negative,the keyword fig does not exist yet let is create one
Arg,negative,keywords which look like a stereotype  e g interface  have no owner
Arg,negative,if there are no stereotypes  we return preventing double lines in the class  see issue
Arg,negative,end class stylepanelfigassociationclass
Arg,negative,constructors
Arg,negative,main methods
Arg,negative,create the singleton if it does not exist  and then return it
Arg,negative,when a new target is selected  we have to check if it is a use case then  the icone add extension point have to become enabled
Arg,negative,create a new extension point and make it the browser target then invoke the superclass action method
Arg,negative,end class actionaddextensionpoint
Arg,negative,if there are bits of an association class then remember their location and path
Arg,negative,create the new fignodeassociation and locate it
Arg,negative,add the association ends to the graph model
Arg,negative,add the edges  such as comment edges  that were on the old figassociation to our new fignodeassociation and make sure they are positioned correctly
Arg,negative,ignored
Arg,negative,ignored
Arg,negative,see java awt event actionlistener actionperformed  java awt event actionevent
Arg,negative,see java awt dnd droptargetlistener dragenter  java awt dnd droptargetdragevent
Arg,negative,see java awt dnd droptargetlistener dragover  java awt dnd droptargetdragevent
Arg,negative,see java awt dnd droptargetlistener dropactionchanged  java awt dnd droptargetdragevent
Arg,negative,set the tooltip string
Arg,negative,set the tooltip string
Arg,negative,set the tooltip string
Arg,negative,get the model elements that are being transfered
Arg,negative,multiplicity
Arg,negative,end class modecreateassociation
Arg,negative,umldiagram  dia  doesaccept  dtde getsource
Arg,negative,the new height can not be less than the name height
Arg,negative,system err println  nullpointerexception ignored
Arg,negative,end class spfigedgemodelelement
Arg,negative,system err println  nullpointerexception ignored
Arg,negative,get all our sub figs and hit them with the big stick too
Arg,negative,only show the path item when there is an owning namespace
Arg,negative,only show the path item when there is an owning namespace
Arg,negative,enumerate all selected figures and update their path accordingly
Arg,negative,compartments
Arg,negative,add
Arg,negative, height of name fig ?
Arg,negative,now force calculation of the bounds of the figure  update the edges and trigger anyone who is listening to see if the bounds property has changed
Arg,negative, line width ? or extra padding ?
Arg,negative,set properties of the stereotype box
Arg,negative,the namefig is transparent  since this is a box and the fill color is drawn by the bigport
Arg,negative,use asize to build up the minimum size start with the size of the name compartment and build up
Arg,negative,only take into account the stereotype width  not the height  since the height is included in the name fig
Arg,negative,add the height of all the compartments  if there are any and check their minimum width
Arg,negative,save our old boundaries so it can be used in property message later
Arg,negative,make sure we do not try to set things smaller than the minimum
Arg,negative,now the new namefig height will include the stereotype height
Arg,negative,check for uninitialised instance variables and constructor
Arg,negative,calculate the minimum needed height for all the compartments
Arg,negative,increase the height of the fig
Arg,negative,finally set the bounds of the big box and the border fig
Arg,negative,hide compartment
Arg,negative,hiding one compartment means that the fig returns to minimal dimensions
Arg,negative,see javax swing action isenabled
Arg,negative,see org tigris gef base pathconv stuffpoint  java awt point
Arg,negative,see org tigris gef base pathconv setclosestpoint  java awt point
Arg,negative,show compartment
Arg,negative,this sets the linewidth of all in the group
Arg,negative,namefig and stereotypefig are handled by parent
Arg,negative,forcerepaintshadow
Arg,negative,update the diagram  and other users of these settings
Arg,negative,jve decl index  visual constraint
Arg,negative,find the point offset on the line that gives a correct offset
Arg,negative,default angle is  deg
Arg,negative,boundary condition in gef  make sure this is less than  not equal
Arg,negative,check for a collision between our computed position and the edge
Arg,negative,increase offset by px at a time
Arg,negative,get the points representing the poly line for our edge
Arg,negative,increase offset by increments until we 're clear
Arg,negative,if we timed out  give it one more try on the other side
Arg,negative,count limit
Arg,negative,force the line width to since the figgroup that contains the stereotype may want to show a border  but we do not
Arg,negative,log log  level fine  final point count result offset of scaledoffset
Arg,negative,segment size for computing slope
Arg,negative,if our position was clamped  try to make it up on the other end
Arg,negative,ca not get the slope of a point just return an arbitrary point
Arg,negative,this should not happen  because of our line segment size check
Arg,negative,we 're going vertical  goose in top gun
Arg,negative,arctan only returns pi  to pi  handle the other two quadrants and normalize to  pi
Arg,negative,quadrant ii iii
Arg,negative,quadrant iv
Arg,negative,set the following for some backward compatibility with old algorithm
Arg,negative,add displacement angle to slope
Arg,negative,transform to  pi range if we 've gone all the way around circle
Arg,negative,compute our deltas
Arg,negative,load the standard colour  just add an alpha channel
Arg,negative,should never get here if we do  return the inner point
Arg,negative,called by propertychange
Arg,negative,this does a calcbounds
Arg,negative,see org tigris gef base diagram getclassandmodelid
Arg,negative,see javax swing action isenabled
Arg,negative,see java awt event actionlistener actionperformed  java awt event actionevent
Arg,negative,see javax swing action isenabled
Arg,negative,see java awt component setvisible  boolean
Arg,negative,if location is non null  convert to a rectangle that we can use
Arg,negative,the following is the default implementation for diagrams of which the owner is a namespace
Arg,negative,source source position destination destination position number of objects to be copied
Arg,negative,unnamed
Arg,negative,different lengths
Arg,negative,todo should update to size of diagram contents
Arg,negative,this should not be needed if the above is correct  but let is be sure
Arg,negative,next statement gives us a clone jgraph but not a cloned toolbar
Arg,negative,see org tigris gef event modechangelistener modechange  org tigris gef event modechangeevent
Arg,negative,see java awt event mouselistener mouseentered  java awt event mouseevent
Arg,negative,remains selected
Arg,negative,the old selection
Arg,negative,target might not have been initialised yet
Arg,negative,add to selection
Arg,negative,
Arg,negative,assuming the target is some model element
Arg,negative,how to handle empty target lists ? probably the tabdiagram should only show an empty pane in that case
Arg,negative,assuming the target is some model element
Arg,negative,was
Arg,negative,any swing work done here needs to be queued to the awt thread since we do not know what thread our event will arrive on
Arg,negative,redrawmanager lock
Arg,negative,redrawmanager lock
Arg,negative,getlayermanager getactivelayer paint  g
Arg,negative,redrawmanager unlock redrawer repairdamage
Arg,negative,getlayermanager getactivelayer paint  g
Arg,negative,see org tigris gef presentation fig deletefrommodel
Arg,negative,see javax swing action getvalue  java lang string
Arg,negative,set the tooltip string
Arg,negative,set the tooltip string
Arg,negative,this makes the text not touch the text border line
Arg,negative,certain types of fixed text  e g a figstereotype with a keyword  may not have an owner
Arg,negative,now  we link it to the modelelements which are represented by fignode
Arg,negative,update all tools' enabled status
Arg,negative,remember the fig for later
Arg,negative,let is build the comment first  unlinked
Arg,negative,prevent e g associationclasses from being added trice
Arg,negative,select the new comment as target
Arg,negative,create the node fig for the comment itself and draw it
Arg,negative,create the comment links and draw them
Arg,negative,if we 're drawing from an edge
Arg,negative,non nls n
Arg,negative,non nls n
Arg,negative,non nls n
Arg,negative,see java awt event actionlistener actionperformed  java awt event actionevent
Arg,negative,see org tigris gef presentation fig paint  java awt graphics
Arg,negative,see org tigris gef ui popupgenerator getpopupactions  java awt event mouseevent
Arg,negative,set the tooltip string
Arg,negative,user made a false start
Arg,negative,so  the target is a massociationrole
Arg,negative,mvw this is not the correct way  but it allows connecting a commentedge to it  see e g actionaddnote for the correct way testcase  select the message  click the comment tool
Arg,negative,end class actionaddmessage
Arg,negative,let is use groups to construct the different text sections at the association
Arg,negative,this only happens if model change events arrive before we are completely constructed
Arg,negative,x  y  r equation of a circle
Arg,negative,max distance is set at  pixels rsquared
Arg,negative,east
Arg,negative,see org tigris gef presentation fig removefromdiagram
Arg,negative,see org tigris gef presentation fig propertychange  java beans propertychangeevent
Arg,negative,set the tooltip string
Arg,negative,end class figassociation
Arg,negative,no need to listen to these property changes the notationprovider takes care of this
Arg,negative,no need to listen to these property changes the notationprovider takes care of this
Arg,negative,new string name  visibility  stereotype
Arg,negative,new string name  visibility  stereotype
Arg,negative,these are a list of arrow types
Arg,negative,added to the arrow type for navigable
Arg,negative,finished editing parse the text that was edited only the role is editable  hence
Arg,negative,figedge showhelp  role getparsinghelp  role settext
Arg,negative,pass everything else to superclass
Arg,negative,end class actionnavigability
Arg,negative,set the tooltip string
Arg,negative,fonts and colors should get updated automatically for contained figs
Arg,negative,there is none
Arg,negative,only initialized to prevent warning
Arg,negative,not supported for this target
Arg,negative,make space for the clarifier margin between text and border
Arg,negative,add a listener for changes to any property
Arg,negative,is used as instancespecification  see umldeploymentdiagram
Arg,negative,check if multiple items are selected
Arg,negative,show
Arg,negative,popupaddoffset should be equal to the number of items added here
Arg,negative,be careful here since subclasses could have overridden this with the assumption that it would not be called before the constructors finished
Arg,negative,this rectangle marks the whole modelelement figure everything is inside it
Arg,negative,clone this figure after the base clone method has been called determine which child figs of the clone represent the name  stereotype and port p todo enclosedfigs  encloser and eventsenders may also need to be cloned see java lang object clone return the cloned figure
Arg,negative,idem here clone stereotypefig  figstereotypesgroup  clonefig
Arg,negative,figclone polygon  polygon  polygon clone
Arg,negative,utility function to unregister all listeners registered through addelementlistener see addelementlistener  object  string
Arg,negative,see org tigris gef presentation fig getenclosingfig
Arg,negative,update any text  colors  fonts  etc
Arg,negative,parse the text that was edited
Arg,negative,add stereotype view submenu
Arg,negative,the node is been placed on the diagram
Arg,negative,add stereotypes submenu
Arg,negative,set the namespace of the enclosed model element to the namespace of the encloser
Arg,negative,find all elementresidences between the class and the component
Arg,negative,there was no elementresidence yet  so let is create one
Arg,negative,the node is been placed within some fig
Arg,negative,there were  elementresidences strange case
Arg,negative,there is already a correct elementresidence
Arg,negative,the owner is already linked to the component
Arg,negative,we are getting events we do not want filter them out
Arg,negative,only update the bounds if they change
Arg,negative,we handle and consume editing events
Arg,negative,resize the fignode to accommodate the new text
Arg,negative,todo should this not be an assert ?
Arg,negative,west
Arg,negative,south
Arg,negative,event handlers mouselistener implementation
Arg,negative,convert null to empty string and clear help message
Arg,negative,it is done
Arg,negative,this enables direct text editing for sub figs of a figgroup object
Arg,negative,either layer or owner was null
Arg,negative,default is to do nothing
Arg,negative,default is to do nothing
Arg,negative,default is to do nothing
Arg,negative,default is to do nothing
Arg,negative,this test needed for a figpool
Arg,negative,get model listeners removed
Arg,negative,see javax swing action isenabled
Arg,negative,set the tooltip string
Arg,negative,todo state vertex are independent classes in uml
Arg,negative,non nls
Arg,negative,non nls
Arg,negative,only initialized to prevent warning
Arg,negative,not supported for this target
Arg,negative,internal methods
Arg,negative,todo assert modelelement  null ? ? ?
Arg,negative,default for name and stereotype is no border
Arg,negative,todo use per project undo manager  not global
Arg,negative,todo use per project undo manager  not global
Arg,negative,todo use per project undo manager  not global
Arg,negative,todo use per project undo manager  not global
Arg,negative,use diagraminterface to add classes to diagram
Arg,negative,actionaddallclassesfrommodel
Arg,negative,situation
Arg,negative,we have an edge  the uml modelelement
Arg,negative,see javax swing action isenabled
Arg,negative,text group to contain name stereotype
Arg,negative,computeroute this recomputes the route if you reload the diagram
Arg,negative,in case someone turns it on
Arg,negative,do not allow fill to change we should see through the text to the color of the main fig background
Arg,negative,now force minimum dimensions for the text
Arg,negative,now add the areas around the text to return the complete size
Arg,negative,calculate the source and dest figs for to self assoc
Arg,negative,reset the pointindex
Arg,negative,check pre conds
Arg,negative,set up
Arg,negative,the fig that was under the mouse when it was released
Arg,negative,and find the fig
Arg,negative,last is the top fig
Arg,negative,check intermediate post condition
Arg,negative,delegate the re routing to graphmodels
Arg,negative,see org tigris gef presentation fig setlinecolor  java awt color
Arg,negative,see org tigris gef presentation fig getlinecolor
Arg,negative,x x y y w w h h
Arg,negative,add figs to the fignode in back to front order
Arg,negative,set it to an invalid number by default to make sure it is set correctly
Arg,negative,figpoly setfillcolor  col
Arg,negative,north
Arg,negative,do nothing until code is reviewed
Arg,negative,do nothing until code is reviewed
Arg,negative,todo do nothing until code is reviewed
Arg,negative,message
Arg,negative,ignored
Arg,negative,see javax swing action isenabled
Arg,negative,see java awt event actionlistener actionperformed  java awt event actionevent
Arg,negative,classifierrole classifierrole
Arg,negative,simulate a press of the mouse above the calculated point
Arg,negative,calculate the drop location  and place every n th element at an offset proportional to n
Arg,negative,simulate a release of the mouse
Arg,negative,make sure the file does not exist so the user will get prompted to choose a new name
Arg,negative,overridden in order to implement pathcompartmentcontainer
Arg,negative,do nothing by default
Arg,negative,do not allow drag outside of bounds of diagram
Arg,negative,overridden in order to implement pathcompartmentcontainer
Arg,negative,non nls
Arg,negative,ignored
Arg,negative,see org tigris gef presentation fig paint  java awt graphics
Arg,negative,see org tigris gef presentation fig removefromdiagram
Arg,negative,see org tigris gef presentation fig deletefrommodel
Arg,negative,if the user has selected modeplace either by a diagram tool or addtodiagram then we do not want to show the clarifiers
Arg,negative,remember what handle was clicked for the case where the drag is released over empty space
Arg,negative,transparent cyan
Arg,negative,
Arg,negative,yellow
Arg,negative,translucent green
Arg,negative,super  modecreatepolyedge class  edgeclass  model getmetatypes getassociation  name
Arg,negative,set this to true on to enable debugging figs
Arg,negative,anchor position
Arg,negative,todo the uml does not seem to define this name or is it ?
Arg,negative,the serialversionuid  generated by eclipse
Arg,negative,uml spec for generalizations does not call for name
Arg,negative,name stereotypes get updated by superclass
Arg,negative,show it
Arg,negative,fig calcbounds
Arg,negative,ignored
Arg,negative,ignored
Arg,negative,see java awt event mouselistener mouseentered  java awt event mouseevent
Arg,negative,we only take the filename  not the whole system path
Arg,negative,
Arg,negative,x x y y w w h h
Col,positive,does not work r getfoldername  does not work r getmessage  getuid
Col,positive,todo key ca not be null
Col,positive,bug fdietz cc should be in cc instead of to tolist addall arrays aslist rfcheader getcc
Col,positive,todo check if we have to manually set the folder uid in message controller to make this work
Col,positive,bug fdietz cc should be in cc instead of to
Col,positive,fixme this is not correct
Col,positive,fixme correct year calculation
Col,positive,fixme check if the id is a correct file name
Col,positive,todo newuid generate correctly formatted date string
Col,positive,todo fix doctype
Col,positive,todo key ca not be null
Col,positive,todo fix parser exception
Col,positive,fixme author fdietz no locking of folders currently implemented author frd
Col,positive,todo author fdietz should be removed if we only use streams
Col,positive,fixme author karlpeder is   the proper version of html to refer to ?
Col,positive,this is a hack for the multiline column
Col,positive,todo author tstich do something
Col,positive,todo author fdietz i n
Col,positive,fixme remove method toolbarpane add c
Col,positive,todo author fdietz i n
Col,positive,todo author fdietz i n
Col,positive,todo author hubms copied from frederiks search builder
Col,positive,real stupid recreation of whole list model replace with id based listmodel update
Col,positive,todo author karlpeder extend handling of special entities as in restorespecialcharacters
Col,positive,transforms email addresses into html just as substituteemailaddress string  but tries to ignore email addresses which are already links if the ignore links flag is set br this extended functionality is necessary when parsing a text which is already partly html br fixme can this be done smarter i e directly with reg expr without manual parsing ? ? param s input text param ignorelinks if true link tags are ignored this gives a wrong result if some e mail adresses are already links but uses reg expr directly and is therefore faster return text with email adresses transformed to links
Col,positive,todo return content encoding according to the mime part in the mail
Col,positive,todo return content type according to the mime part in the mail
Col,positive,hack to support dockable view title update todo replace with listener pattern
Col,positive,todo stop polling thread ?
Col,positive,todo author hubms bad if there is a icon it is tagged or not
Col,positive,todo categoryenumeration
Col,positive,hack if start and end time is at   it is an all day event
Col,positive,register interest on store changes todo the dependency should be the other way around
Col,positive,todo fix layout to look good even if there is not enough information provided
Col,positive,todo author fdietz i n
Col,positive,fixme ugly cast to contactmodel
Col,positive,todo dont use deprecated method
Col,positive,todo must get polling interval from config file
Col,positive,todo reactivate when feature is supported
Col,positive,if this folder has children add them todo in the future we should try to fetch additional children on demand when the tree of the dialog is opened
Col,positive,todo author fdietz add more special entities e g accenture chars such as ?
Col,positive,todo author waffel encrypt and sign dosn t work the message is always only encrypted we need a function that knows here is an encrypted and signed message thus first encyrpt and then verifysign the message if this message is signed encrypted we have to use gnupg to extract the decrypted bodypart multipart encrypted multipart signed
Col,positive,transforms urls into html just as substituteurl string  but tries to ignore urls which are already links if the ignore links flag is set br this extended functionality is necessary when parsing a text which is already partly html br fixme can this be done smarter i e directly with reg expr without manual parsing ? ? param s input text param ignorelinks if true link tags are ignored this gives a wrong result if some urls are already links but uses reg expr directly and is therefore faster return text with urls
Col,positive,todo author fdietz ensure that we do not fetch individual headers to reduce client server roundtrips
Col,positive,? ? ? bad to have release hardocoded here fix later right
Col,positive,todo author fdietz i n
Col,positive,todo author fdietz i n
Col,positive,hack if start and end time is at   it is an all day event
Col,positive,todo open stream from the mime part specified by contentid of the currently viewed mail
Col,positive,something is very wrong here
Col,positive,its maybe better to leave this option out of the dialog make it configurable in the xml file anyway
Col,positive,todo author fdietz i n
Col,positive,todo make this hack more i n compatible
Col,positive,todo author fdietz i n
Col,positive,todo move resources to a resource file
Col,positive,todo use undoableeditevent to make this really work
Col,positive,todo should we take some action to ensure signature is valid html ?
Col,positive,xxx should this be fired by a different thread ?
Col,positive,todo add a configuration of the cache size
Col,positive,command executes the search p in case new result results arrive it ensures that all interested listeners are notified from inside the edt p fixme fdietz no locking of folders currently implemented todo fdietz create new command for every provider to introduce real parallel search author fdietz
Col,positive,xxx this is not thread safe though luck it is not supposed to be
Col,positive,todo author fdietz move this to abstractmessagefolder constructor
Col,positive,todo should this be renamed to cloc or something more appropriate than clock ?
Col,positive,todo author karlpeder guess that right thing to do is to get height as getdrawingsize  getheight  since this should take top and bottom margin of this print object into account but the height seems not to be set correctly in computepositionandsize   karlpeder
Col,positive,we ca not use systemclassloader here because that would not work with java webstart resourcebundle uses its own internal classloader if no classloader is given set classloader null
Col,positive,note we intentionally do not remember internal plugins because we do not want them to appear in the plugin manager currently todo improve plugin manager dialog to support internal plugins which ca not be removed etc
Col,positive,fixme calendar ?
Col,positive,todo author hubms have this flags until the speed of the entitymanager is improved
Col,positive,cleanup remove port number file
Col,positive,todo there is probably a better way to do this hack
Col,positive,todo before inserting find out if there is already a menu item with the same action command if so replace it otherwise insert new
Col,positive,todo author fdietz add import feature
Col,positive,todo author fdietz i n
Col,positive,todo author hubms implement custom menuitem renderer
Col,positive,todo author fdietz no paging used currently show only first  results
Col,positive,todo author fdietz i n
Col,positive,real stupid recreation of whole menu model
Col,positive,todo author fdietz no paging used currently show only first  results
Col,positive,todo throw illegalargumentexception in case a variable null
Col,positive,todo author fdietz associate help with button and root pane
Col,positive,fixme this will most likely not work you want the element removed if the contents are the same not just if the element reference is the same
Col,positive,author fdietz using shutdown manager is wrong here because this automatically also calls the framemanager which also starts a second shutdown thread this leads into two parallel shutdown thread which is why sometimes config files etc get messed up
Col,positive,author fdietz hackish way of creating a search toolbar jtoolbar searchtoolbar new extendabletoolbar
